"SITE NAME","GLOBAL ID",SITE_TYPE,STATUS,ADDRESS,CITY,LATITUDE,LONGITUDE
"RHEEM PACIFIC PACKAGING CORP",T0601300235,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","801 CHESLEY AVE",RICHMOND,37.954919,-122.359845
"RHODIA, INC.",SLT2O366256,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED - LAND USE RESTRICTIONS","525 MAAS AVENUE",RICHMOND,37.9747053223607,-122.359872206299
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE IR SITE 4 - DRUM LOT 1 AND N&S SHORELINE",T10000008947,"MILITARY PRIVATIZED SITE","OPEN - SITE ASSESSMENT","1000 WESTERN DRIVE",RICHMOND,37.94689,-122.42129
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE IR SITE 4 - DRUM LOT 2 AND BUILDING 87",DOD100374000,"MILITARY PRIVATIZED SITE","OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION","1000 WESTERN DRIVE",RICHMOND,37.9478355836522,-122.416985034943
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE SITE 1 - FORMER LANDFILL",DOD100373800,"MILITARY PRIVATIZED SITE","OPEN - VERIFICATION MONITORING","POINT MOLATE",RICHMOND,37.9455512270613,-122.409625053406
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE SITE 3 - TREATMENT PONDS",DOD100372200,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE, POINT MOLATE",RICHMOND,37.949984506131,-122.418701648712
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #02",T10000001149,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.947679,-122.418433
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #03",T10000001156,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.947336,-122.416513
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #05",T10000001150,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.948191,-122.413723
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #06",T0601335023,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.9486731632743,-122.415407896042
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #08",T0601316412,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN ROAD",RICHMOND,37.9491723223465,-122.414238452911
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #11",T0601337068,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.9542483236927,-122.416298389435
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #12",T10000001151,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.951863,-122.413069
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #13",T10000001152,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.950137,-122.411524
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #14",T0601377917,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.9490200368874,-122.409453392029
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #15",T10000001153,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.948081,-122.410076
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #18",T10000001154,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.946829,-122.411106
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #19",T10000001155,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN AVENUE",RICHMOND,37.946067,-122.411728
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #2",T10000008662,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.94798,-122.4185
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #21",T0601394010,"MILITARY UST SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.9554665118262,-122.415997982025
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #22",T0601385600,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.9562955449751,-122.416298389435
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #23",T0601393365,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.9573952683865,-122.416684627533
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST #24",T0601319739,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.958292,-122.416095
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST-B",T10000001470,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.9482416840554,-122.416663169861
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD POINT MOLATE UST-C",T10000001472,"MILITARY PRIVATIZED SITE","OPEN - REMEDIATION","1000 WESTERN DRIVE",RICHMOND,37.9482416840555,-122.416663169
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD PT MOLATE UST #1",T0601386317,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","DIESEL RD",RICHMOND,37.948394,-122.419496
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD PT MOLATE UST #16",T0601381539,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.946761,-122.408724
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD PT MOLATE UST #17",T0601355644,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","RANGE RD",RICHMOND,37.945771,-122.408026
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD PT MOLATE UST #20",T0601385735,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","MAIN RD",RICHMOND,37.9466595719067,-122.414013147354
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD PT MOLATE UST #7",T0601331271,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","NFD POINT MOLATE",RICHMOND,37.948986,-122.412887
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - NFD PT MOLATE UST #9",T0601362059,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","G ROAD",RICHMOND,37.951313,-122.414442
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - SITE 2 - SANDBLAST AREAS",DOD100373900,"MILITARY CLEANUP SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.9443159528016,-122.40936756134
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - UST #10",T0601326532,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","1000 WESTERN DRIVE",RICHMOND,37.952802,-122.415075
"RICHMOND (POINT MOLATE) NAVAL SUPPLY CENTER (NSC) - BRAC I-II - UST #4",T0601350779,"MILITARY PRIVATIZED SITE","COMPLETED - CASE CLOSED","F RD",RICHMOND,37.9472602709054,-122.415375709534
"RICHMOND ARMORY",T10000004507,"MILITARY CLEANUP SITE","COMPLETED - CASE CLOSED","624 CARLSON BLVD.",RICHMOND,37.9236979,-122.3356554
"RICHMOND CITY CENTER COMMERCIAL REDEVELOPMENT PROJECT",T0601300591,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","UNKNOWN MACDONALD & 12TH ST",RICHMOND,37.9357,-122.3581
"RICHMOND COUNTRY CLUB",T0601334138,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1 MARKOVICH LN",RICHMOND,37.983714,-122.350158
"RICHMOND FIRE STATION #62",T0601300692,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1065 7TH ST",RICHMOND,37.948094,-122.365077
"RICHMOND FIRE STATION #64",T0601300688,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","4801 BAYVIEW AVE",RICHMOND,37.914582,-122.323838
"RICHMOND FIRE STATION #67",T0601300129,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1131 CUTTING BLVD",RICHMOND,37.926075,-122.357957
"RICHMOND FIRE STATION #68",T0601300694,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2904 HILLTOP DR",RICHMOND,37.9780977,-122.3328722
"RICHMOND GAS & FOOD",T0601325447,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","3701 CUTTING BLVD",RICHMOND,37.925726,-122.334068
"RICHMOND GAS AND MART",T0601394707,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","4040 MACDONALD AVE",RICHMOND,37.93341,-122.331263
"RICHMOND HEALTH CENTER",T0601300543,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","100 38TH ST",RICHMOND,37.9337174,-122.3332834
"RICHMOND MAINTENANCE YARD",T0601300365,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","845 BROOKSIDE AVE",RICHMOND,37.96531279087,-122.35814809799194
"RICHMOND MOTOR SPORTS",T0601300622,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","12545 SAN PABLO AVE",RICHMOND,37.941351,-122.328269
"RICHMOND PARKWAY",60000412,EVALUATION,"NO FURTHER ACTION","RICHMOND PARKWAY",RICHMOND,37.9674731,-122.373
"RICHMOND PARKWAY PROJECT",SL18276697,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","2600 BARRETT AVE",RICHMOND,37.936531555111856,-122.34314918518066
"RICHMOND RAD BEA ANX (J09CA0918)",80000602,FUDS,"NO FURTHER ACTION",,RICHMOND,37.9563888,-122.36694
"RICHMOND REDEVELOPMENT AGENCY",T0601300397,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1200 HARBOUR WY S",RICHMOND,37.914595,-122.3592
"RICHMOND REDEVELOPMENT AGENCY",T0601300237,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","350 8TH ST",RICHMOND,37.928472,-122.361825
"RICHMOND RESEARCH CENTER",SL374241191,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED",,RICHMOND,37.937539,-122.343311
"RICHMOND SANITARY SERVICE",T0601300438,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","UNKNOWN PARR BLVD FOOT OF",RICHMOND,37.96891,-122.36402
"RICHMOND SCHOOL DISTRICT",T0601300238,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2550 MORAGA RD","SAN PABLO",37.9666,-122.338
"RICHMOND TANK DEPOT",80000603,FUDS,"NO FURTHER ACTION",,RICHMOND,37.9152777,-122.35694
"RICHMOND TERMINAL 1",T0601300697,"CLEANUP PROGRAM SITE","OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION","1500 DORNAN DRIVE",RICHMOND,37.909834,-122.387176
"RICHMOND TOWNHOUSE APARTMENTS",7990005,"STATE RESPONSE OR NPL","CERTIFIED / OPERATION & MAINTENANCE","2887 AND 2989 PULLMAN AVENUE",RICHMOND,37.9286169,-122.3407
"RICHMOND TOYOTA",T0601300437,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","516 23RD ST",RICHMOND,37.9384278,-122.3474976
"RICHMOND VEHICLE FACILITY-BNSF RAILWAY   AKA: FORMER BNSF MAINTENANCE SHOP AND SIDING",60001542,EVALUATION,"NO FURTHER ACTION","861 WHARF STREET",RICHMOND,37.9200292,-122.37417
"RICHMOND WHOLESALE MEAT",T0601300668,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2920 REGATTA BLVD",RICHMOND,37.914156,-122.340674
ROSE,7990009,EVALUATION,"REFER: RWQCB","2701 GOODRICK AVENUE",RICHMOND,37.972101,-122.36864
"ROSE AUTO BODY",T0601300586,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","12920 SAN PABLO AVE",RICHMOND,37.947946,-122.33067
"RVEECO INC",T0600101167,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1335 6TH ST",BERKELEY,37.8780578,-122.3008828
"SAFETY KLEEN (FORMERLY BP LUBRICANTS)",SL373201177,"CLEANUP PROGRAM SITE","OPEN - VERIFICATION MONITORING","801 WHARF ST",RICHMOND,37.918875,-122.373461
SAFEWAY,T0601300244,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","900 MARINA BAY PKWY",RICHMOND,37.919336,-122.343241
"SAFEWAY DISTRIBUTION CENTER",SL18268689,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","900 MARINA BAY PARKWAY",RICHMOND,37.919863,-122.341406
"SAKI BROTHERS ROSE COMPANY",T0601300436,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","99 47TH ST S",RICHMOND,37.929829,-122.326373
"SALES BUILDING",T0600101183,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1310 SAN PABLO AVE",BERKELEY,37.8801212,-122.2957817
"SALESIAN HIGH SCHOOL",T0601300699,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2851 SALESIAN AVE",RICHMOND,37.95287,-122.33907
"SAN FRANCISCO FRENCH BREAD COMPANY",T0601300636,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","833 19TH ST S",RICHMOND,37.920319,-122.352215
"SAN FRANCISCO NIKE BATTERIES 08-09",T10000008514,"MILITARY UST SITE","OPEN - REMEDIATION","BRIONES VALLEY/SAN PABLO DAM ROAD",RICHMOND,37.93555,-122.26921
"SAN PABLO  HEIDI & WILLIAMS",T0601300144,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","UNKNOWN BROADWAY AVE","SAN PABLO",37.97565,-122.35235
"SAN PABLO CORP YARD",T0601300693,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1515 FOLSOM AVE","SAN PABLO",37.961367,-122.354121
"SAN PABLO GAS & MINI MART",T0601300687,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","3363 SAN PABLO DAM RD","SAN PABLO",37.9622698799998,-122.326916666666
"SAN PABLO HEALTH CLUB",T0601300585,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","13760 SAN PABLO AVE","SAN PABLO",37.9586806,-122.339983
"SAN PABLO REDEVELOPMENT",T0601300511,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2509 SAN PABLO DAM RD","SAN PABLO",37.9548834,-122.3310302
"SANTA FE RAILWAY RICHMOND YD#1",T0601300247,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","101 GARRARD BLVD",RICHMOND,37.932614,-122.375774
"SANTA FE RAILWAY RICHMOND YD#2",T0601300574,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","810 WHARF ST",RICHMOND,37.9198965,-122.3736221
"SARKISIAN PROPERTY",7390026,EVALUATION,"NO FURTHER ACTION","555 A ST",RICHMOND,37.939545,-122.36972
SBC,T0600123004,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1612 SOLANO",ALBANY,37.891119,-122.283965
"SBC FACILITY",T0600167803,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1206 FIFTH STREET",BERKELEY,37.880376,-122.303697
"SEACLIFF ESTATES CONSTRUCTION PROJECT",SL0601309456,"CLEANUP PROGRAM SITE","OPEN - INACTIVE","NEAR BRICKYARD COVE RD","POINT RICHMOND",37.911721,-122.381712
"SEACLIFF MARINA",SLT2O231327,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","UNKNOWN BRICKYARD COVE RD",RICHMOND,37.911441,-122.380344
"SEACLIFF VILLAS",SLT2O245341,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","UNKNOWN SEACLIFF DR & BRICKYARD COVE RD",RICHMOND,37.910516,-122.374198
SEARS,T0601300249,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","5215 CENTRAL AVE",RICHMOND,37.900875,-122.311334
"SERVICE STATION",T0601300251,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","4739 APPIAN WY","EL SOBRANTE",37.9737889,-122.301923
"SF BULK MAIL CENTER",T0601300252,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2501 RYDIN RD",RICHMOND,37.9002089,-122.320198
SHELL,T0601300579,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","3621 SAN PABLO DAM RD","EL SOBRANTE",37.9643614060207,-122.318134943794
SHELL,T0601300535,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","11541 SAN PABLO AVE","EL CERRITO",37.924335,-122.316943
SHELL,T0601300363,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","9889 SAN PABLO AVE","EL CERRITO",37.898631,-122.302033
SHELL,T0601300258,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2690 PINOLE VALLEY RD",PINOLE,37.9954147,-122.2857046
SHELL,T0601300268,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","14290 SAN PABLO AVE","SAN PABLO",37.9642349,-122.3452143
SHELL,T0601300281,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1000 CUTTING BLVD",RICHMOND,37.924923,-122.359514
SHELL,T0601300498,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","13352 SAN PABLO AVE","SAN PABLO",37.955148,-122.334526
"SHELL #13-5037",T0600101277,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","999 SAN PABLO",ALBANY,37.886947193,-122.2976285
"SHELL - 1401 FITZGERALD DRIVE",T10000007054,"LUST CLEANUP SITE","OPEN - SITE ASSESSMENT","1401 FITZGERALD DRIVE",PINOLE,37.98842,-122.31159
"SHELL PIPELINE AT BROOKSIDE DRIVE",SL0601373182,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","850-900 BROOKSIDE DRIVE",RICHMOND,37.9646530299334,-122.359070777893
"SHELL STATION",T10000005818,"LUST CLEANUP SITE","OPEN - SITE ASSESSMENT","1250 UNIVERSITY AVENUE",BERKELEY,37.8695698528973,-122.287163533777
"SHELL-BRANDED SERVICE STATION",T0601391856,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","5500 CENTRAL AVE",RICHMOND,37.9009328193731,-122.309417724609
"SIERRA DESIGNS LILY WONG",T0600101282,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2039 4TH ST",BERKELEY,37.8670325,-122.2996624
"SIERRA DETROIT DIESEL",T10000007952,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","1077 EASTSHORE HIGHWAY",BERKELEY,37.88287,-122.3076
"SILVERMAN/SAN PABLO AVENUE INVESTORS PROPERTIES",T0601352645,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","10734-10766 SAN PABLO AVENUE","EL CERRITO",37.913823,-122.310238
"SIMPSON FILTRATION",60000921,EVALUATION,"REFER: RWQCB","81 PARR BLVD",RICHMOND,37.96829,-122.37306
"SIMS METALS",T10000012052,"LUST CLEANUP SITE","OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION","600 SOUTH 4TH STREET",RICHMOND,37.92364,-122.36552
"SNOW WHITE CLEANERS",SL0601331885,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","610 SAN PABLO AVE.",PINOLE,38.0036810748961,-122.315892265221
"SOUTHERN PACIFIC",T0600101298,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","UNKNOWN DELAWARE & VIRGINIA",BERKELEY,37.872612,-122.285038
"SOUTHERN PACIFIC PIPELINE",T0601300286,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","UNKNOWN CASTRO & HENSLEY",RICHMOND,37.947,-122.3716
"SOUTHERN PACIFIC PIPELINE",T0601300507,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","520 CASTRO ST",RICHMOND,37.9296,-122.3851
"SOUTHERN PACIFIC TRANSPORTATION COMPANY",T0600102130,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1075 2ND",ALBANY,37.8823209,-122.3069272
"STAN ANDERSON SERVICE",T0600101311,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1745 CEDAR ST",BERKELEY,37.87776,-122.276129
"STAUFFER CHEMICAL CO., MAAS AVE.",7280072,EVALUATION,"REFER: RWQCB","525 MAAS AVE",RICHMOND,37.9758333,-122.36416
"STEGE SANITARY DISTRICT",T0601300295,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","7500 SCHMIDT LN","EL CERRITO",37.91899,-122.2986
"STEIDL PROPERTY",T0601392889,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","900 HOFFMAN BLVD",RICHMOND,37.92234,-122.360765
"STELLA CAPITAL",T10000003501,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","803 WRIGHT AVENUE",RICHMOND,37.9215527318539,-122.361602783203
"STOP & SHOP MARKET",T0601300289,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","800 CARLSON BLVD",RICHMOND,37.921205,-122.332302
"SUGAR CITY BUILDING MATERIALS COMPANY",T0601392760,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","800 SAN PABLO AVE",PINOLE,38.0067942333181,-122.308707619713
"SUGIHARA NURSERY",T0601300290,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","550 BROOKSIDE DR",RICHMOND,37.964943,-122.36263
"SUMMER DEL CARIBE, INC.",7280106,"STATE RESPONSE OR NPL","CERTIFIED O&M - LAND USE RESTRICTIONS ONLY","2020 WRIGHT AVENUE",RICHMOND,37.920343,-122.35008
"SUN OIL COMPANY SUNOCO",SL372261173,"CLEANUP PROGRAM SITE","OPEN - INACTIVE","810 WRIGHT AVE.",RICHMOND,37.9204863263936,-122.361516952515
"SUNSET VIEW CEMETERY",T0601300433,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","101 COLUSA AVE","EL CERRITO",37.904184,-122.290986
"SUNSHINE CLEANERS",60002171,"VOLUNTARY CLEANUP",ACTIVE,"10750 SAN PABLO AVENUE","EL CERRITO",37.913988,-122.30927
"SUPER 7",T0600101334,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","950 UNIVERSITY AVE",BERKELEY,37.868366,-122.294981
"SUPER STOP",T0601300499,"LUST CLEANUP SITE","OPEN - REMEDIATION","11687 SAN PABLO AVE","EL CERRITO",37.9263067216798,-122.319392906746
"SUPPORT SYSTEMS INTERNATIONAL",T0601300293,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","136 2ND ST S",RICHMOND,37.9303577,-122.3679132
"SVENSSON AUTOMOTIVE",T10000008209,"CLEANUP PROGRAM SITE","OPEN - SITE ASSESSMENT","1740 SAN PABLO AVE",BERKELEY,37.87179,-122.29341
"TAKARA SAKE",T0600100981,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","708 ADDISON ST",BERKELEY,37.8661225,-122.3000878
"TANNERY THE",T0600102141,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1300 4TH ST",BERKELEY,37.8789106,-122.3035225
TARGET,T0601300593,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","11402 SAN PABLO AVE","EL CERRITO",37.92198,-122.31486
"TERMINAL 3 CITY OF RICHMOND",T0601300701,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1411 HARBOUR WY S",RICHMOND,37.911882,-122.359639
"TERMINAL MANUFACTURING, LLC",T10000006388,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","707 GILMAN ST",BERKELEY,37.8790653300335,-122.304551759525
"TERMINAL MANUFACTURING, LLC",T10000009006,"CLEANUP PROGRAM SITE","OPEN - SITE ASSESSMENT","707 GILMAN ST",BERKELEY,37.87926,-122.30426
TEXACO,T0601300298,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1599 TARA HILLS DR",PINOLE,37.995150277697626,-122.3028169080734
TEXACO,T0601300304,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","708 CUTTING BLVD",RICHMOND,37.9251708,-122.3627911
TEXACO,T0600101352,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","833 UNIVERSITY AVE",BERKELEY,37.868146,-122.296758
TEXACO,T0601300570,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","12500 SAN PABLO AVE",RICHMOND,37.940686,-122.327199
"TEXACO STORAGE TERIMNAL",T0601300414,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","100 CUTTING BLVD",RICHMOND,37.923385,-122.370737
"TIME OIL COMPANY",T0601300308,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","825 SAN PABLO AVE",PINOLE,38.0048249,-122.307721
"TIMEC RICHMOND",SL18382802,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","799 WRIGHT AVE",RICHMOND,37.921249,-122.36164
"TOSCO - FACILITY #3185",T0600101490,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","849 UNIVERSITY AVE",BERKELEY,37.868194,-122.296598
"TOSCO - FACILITY #3906",T0601300332,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","3753 SAN PABLO DAM RD","EL SOBRANTE",37.965174,-122.315039
"TOSCO - FACILITY #4754",T0601300340,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2995 PINOLE VALLEY RD",PINOLE,37.991954,-122.284553
"TOSCO TERMINAL NO 0644 (RICHMOND)",SL374211188,"CLEANUP PROGRAM SITE","OPEN - INACTIVE","1300 CANAL BLVD",RICHMOND,37.9130417,-122.3685785
"TOWER CLEANERS",T10000002262,"CLEANUP PROGRAM SITE","OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION","1110 UNIVERSITY AVENUE",BERKELEY,37.8688741459668,-122.291307449341
"TRANSFER STATION INC",80001492,"CORRECTIVE ACTION","NO ACTION REQUIRED","2565 GOODRICK AVE",RICHMOND,37.969795,-122.36555
